id_server; station_name
6862568696; ALB. ALTO LINDOSO_est 2 int - CCHE (02H/55C)
7272682020; ALB. ALTO LINDOSO_est 2 perfil - CCHE (02H/55P)
60234; ALB. ALTO RABAGÃO (03J/09)
8727817712; ALB. ALTO RABAGÃO_est 1 int - CCHE (03J/17C)
8727829172; ALB. ALTO RABAGÃO_est 1 perfil - CCHE (03J/17P)
6862650996; ALB. ALTO RABAGÃO_est 2 int - CCHE (03J/13C)
7378249534; ALB. ALTO RABAGÃO_est 2 perfil - CCHE (03J/13P)
60015; ALB. ALVITO (24J/02)
4074150862; ALB. ALVITO (C) (24J/02C)
60241; ALB. ALVÃO - V. REAL (05K/02)
60224; ALB. APARTADURA (17M/02)
8181168072; ALB. APARTADURA (C) (17M/04C)
2990297752; ALB. ARADE (C) (30G/06C)
409576414; ALB. ARADE (F) (30G/09F)
60016; ALB. ARADE (S) (30G/09S)
10024279364; ALB. ARCOSSO (03M/09)
60242; ALB. ARROIO (07P/01)
10004998290; ALB. ARROIO (C) (07P/01C)
10004998294; ALB. ARROIO (F) (07P/01F)
10004998292; ALB. ARROIO (M) (07P/01M)
60243; ALB. AZIBO (04P/01)
7262302198; ALB. AZIBO (C) (04P/01C)
7262513576; ALB. AZIBO (F) (04P/01F)
7262469752; ALB. AZIBO (M) (04P/01M)
10162438952; ALB. AZIBO (P) (04P/01P)
8734044446; ALB. BAIXO SABOR_est 1 int - CCHE (06O/10C)
8734044460; ALB. BAIXO SABOR_est 1 perfil - CCHE (06O/10P)
8734044470; ALB. BAIXO SABOR_est 2 int - CCHE (06O/11C)
8734055726; ALB. BAIXO SABOR_est 2 perfil - CCHE (06O/11P)
60244; ALB. BASTELO (05R/01)
2990297764; ALB. BELICHE (C) (30L/05C)
60167; ALB. BELICHE (F) (30L/05F)
60017; ALB. BELICHE (S) (30L/05S)
60345; ALB. BELICHE CAPT (F) (30L/06F)
60344; ALB. BELICHE CAPT (M) (30L/06M)
60343; ALB. BELICHE CAPT (S) (30L/06S)
100807869; ALB. BELVER (17J/02)
9641376008; ALB. BELVER_est 1 int - CCHE (17J/03C)
7870118638; ALB. BELVER_est 1 perfil - CCHE (17J/03P)
7870118634; ALB. BELVER_est 1 prof - CCHE (17J/03F)
7870117838; ALB. BELVER_est 1 sup - CCHE (17J/03S)
60237; ALB. BEMPOSTA (06S/03)
6862716188; ALB. BEMPOSTA_est 1 int - CCHE (06S/04C)
7289370614; ALB. BEMPOSTA_est 1 perfil - CCHE (06S/04P)
6862716182; ALB. BEMPOSTA_est 2 int - CCHE (06S/05C)
7289368218; ALB. BEMPOSTA_est 2 perfil - CCHE (06S/05P)
2056662316; ALB. BOAVISTA (28I/01)
7204216444; ALB. BOAVISTA (C) (28I/01C)
7374481214; ALB. BOAVISTA (P) (28I/01P)
8734114780; ALB. BOUÇÃ_est 1 int - CCHE (14H/05C)
8734114784; ALB. BOUÇÃ_est 1 perfil - CCHE (14H/05P)
6857925892; ALB. BOUÇÃ_est 2 int - CCHE (14H/04C)
7379422568; ALB. BOUÇÃ_est 2 perfil - CCHE (14H/04P)
2990297756; ALB. BRAVURA (C) (30E/13C)
60166; ALB. BRAVURA (F) (30E/03F)
60164; ALB. BRAVURA (M) (30E/03M)
60004; ALB. BRAVURA (S) (30E/03S)
60335; ALB. BRAVURA - CONFLUÊNCIA (F) (30E/05F)
60334; ALB. BRAVURA - CONFLUÊNCIA (M) (30E/05M)
60333; ALB. BRAVURA - CONFLUÊNCIA (S) (30E/05S)
444008502; ALB. BURGA (05O/01)
3373336376; ALB. CABRIL (ÁLVARO) (14J/10)
60180; ALB. CABRIL 1 (14I/02)
8735257718; ALB. CABRIL_est 1 int - CCHE (14I/04C)
8735258916; ALB. CABRIL_est 1 perfil - CCHE (14I/04P)
6857925900; ALB. CABRIL_est 2 int - CCHE (14I/03C)
7379422574; ALB. CABRIL_est 2 perfil - CCHE (14I/03P)
60245; ALB. CACHÃO (05N/04)
60018; ALB. CAIA (20O/02)
4074389764; ALB. CAIA (C) (20O/02C)
7241651416; ALB. CAIA (F) (20O/02F)
7279241802; ALB. CAIA (P) (20O/02P)
244130628; ALB. CALDEIRÃO (10N/02)
8418021976; ALB. CALDEIRÃO (C) (10N/02C)
8418033026; ALB. CALDEIRÃO (F) (10N/02F)
8418021980; ALB. CALDEIRÃO (M) (10N/02M)
8734114156; ALB. CALDEIRÃO_est 1 int - CCHE (10N/06C)
8734114160; ALB. CALDEIRÃO_est 1 perfil - CCHE (10N/06P)
6857925884; ALB. CALDEIRÃO_est 2 int - CCHE (10N/03C)
7379423394; ALB. CALDEIRÃO_est 2 perfil - CCHE (10N/03P)
60235; ALB. CAMBA (05P/01)
244570914; ALB. CAMPILHAS (26F/03)
4074150868; ALB. CAMPILHAS (C) (26F/01C)
60005; ALB. CANIÇADA (04H/02)
8727829294; ALB. CANIÇADA_est 1 int - CCHE (04H/07C)
8727836728; ALB. CANIÇADA_est 1 perfil - CCHE (04H/07P)
6862651406; ALB. CANIÇADA_est 2 int - CCHE (04H/06C)
7378249540; ALB. CANIÇADA_est 2 perfil - CCHE (04H/06P)
242182606; ALB. CAPINHA (12M/04)
60019; ALB. CARRAPATELO (07I/07)
6862727608; ALB. CARRAPATELO_est 1 int - CCHE (07I/08C)
7289442648; ALB. CARRAPATELO_est 1 perfil - CCHE (07I/08P)
6862727604; ALB. CARRAPATELO_est 2 int - CCHE (07I/09C)
7289445708; ALB. CARRAPATELO_est 2 perfil - CCHE (07I/09P)
7852307702; ALB. CARRASQUEIRA (S) (21J/52S)
469843786; ALB. CASTELO BODE (COTA=104.8) (16H/03_C1)
469843790; ALB. CASTELO BODE (COTA=88.5) (16H/03_C3)
469843788; ALB. CASTELO BODE (COTA=95.5) (16H/03_C2)
2416348486; ALB. CASTELO BODE (PROF=15 m) (16H/09)
2416348490; ALB. CASTELO BODE (PROF=30 m) (16H/10)
2416348494; ALB. CASTELO BODE (PROF=45 m) (16H/11)
2416348482; ALB. CASTELO BODE (PROF=5 m) (16H/08)
60002; ALB. CASTELO BODE (S) (16H/03)
8735258932; ALB. CASTELO BODE_est 1 fundo - CCHE (16H/13F)
8735258920; ALB. CASTELO BODE_est 1 int - CCHE (16H/13C)
8735258928; ALB. CASTELO BODE_est 1 meio - CCHE (16H/13M)
8735258924; ALB. CASTELO BODE_est 1 perfil - CCHE (16H/13P)
7287843214; ALB. CASTELO BODE_est 2 fundo - CCHE (16H/12F)
6857925896; ALB. CASTELO BODE_est 2 int - CCHE (16H/12C)
7287842524; ALB. CASTELO BODE_est 2 meio - CCHE (16H/12M)
7287843218; ALB. CASTELO BODE_est 2 perfil - CCHE (16H/12P)
9598510134; ALB. CEDILHO (RIO SEVER) (C) (16L/11C)
9576525650; ALB. CHANÇA (C) (28L/12C)
230332636; ALB. CORGAS (15J/01)
220748206; ALB. CORTE BRIQUE (28G/04)
230332676; ALB. COVA DO VIRIATO (12L/02)
60226; ALB. CRATO (18K/02)
10373093842; ALB. CRESTUMA (Biota-Peixes) (07G/11PEIX)
60008; ALB. CRESTUMA-LEVER (07G/04)
7262558142; ALB. CRESTUMA-LEVER/AdDP (C) (07G/07C)
7274182716; ALB. CRESTUMA_est 1 fundo - CCHE (07G/10F)
6862728198; ALB. CRESTUMA_est 1 int - CCHE (07G/10C)
7272670180; ALB. CRESTUMA_est 1 perfil - CCHE (07G/10P)
7275497092; ALB. CRESTUMA_est 2 fundo - CCHE (07G/11F)
6862727612; ALB. CRESTUMA_est 2 int - CCHE (07G/11C)
7272657888; ALB. CRESTUMA_est 2 perfil - CCHE (07G/11P)
8215603994; ALB. CRESTUMA_est 2 sup - CCHE (07G/11S)
7852307340; ALB. CRISTÃOS NOVOS (C) (21J/51C)
60020; ALB. DIVOR (21J/02)
8181168076; ALB. DIVOR (C) (21J/07C)
60213; ALB. ENXOÉ (26M/01)
4074390162; ALB. ENXOÉ (C) (26M/02C)
8136204534; ALB. ENXOÉ (F) (26M/02F)
7374481296; ALB. ENXOÉ (P) (26M/02P)
101227608; ALB. ERMAL - GUILHOFREI (04I/02)
8788964956; ALB. ERMIDA_est 1 fundo - CCHE (09G/06F)
8788604726; ALB. ERMIDA_est 1 int - CCHE (09G/06C)
8788964960; ALB. ERMIDA_est 1 perfil - CCHE (09G/06P)
60238; ALB. ESTEVEÍNHA (05P/02)
7578249686; ALB. FAGILDE (C) (10K/07C)
7578249690; ALB. FAGILDE (F) (10K/07F)
244130626; ALB. FAGILDE - CAPT. 51 (10K/07)
8734056126; ALB. FEITICEIRO_est 1 int - CCHE (06O/12C)
8734056236; ALB. FEITICEIRO_est 1 perfil - CCHE (06O/12P)
8734090804; ALB. FEITICEIRO_est 2 int - CCHE (06O/13C)
8734090808; ALB. FEITICEIRO_est 2 perfil - CCHE (06O/13P)
10024278360; ALB. FERRADOSA (C) (07P/05C)
10024278358; ALB. FERRADOSA (F) (07P/05F)
10024278362; ALB. FERRADOSA (M) (07P/05M)
60236; ALB. FONTE LONGA (06N/02)
220748210; ALB. FONTE SERNE (26G/06)
4074309854; ALB. FONTE SERNE (C) (26G/08C)
8734090812; ALB. FOZ TUA_est 1 int - CCHE (06M/06C)
8734091280; ALB. FOZ TUA_est 1 perfil - CCHE (06M/06P)
8734091284; ALB. FOZ TUA_est 2 int - CCHE (06M/07C)
8734091288; ALB. FOZ TUA_est 2 perfil - CCHE (06M/07P)
2423316272; ALB. FRATEL (CAIS DO ARNEIRO) (16K/01)
9043637160; ALB. FRATEL (CAIS DO ARNEIRO) (C) (16K/08C)
3604609042; ALB. FRATEL (JUS. BARRANCO VIDEIRA) (16K/11)
8363953396; ALB. FRATEL (JUS. RIB. PENICHE) (16K/16)
7840982388; ALB. FRATEL (Pt. V.V. Ródão) (F) (16K/15F)
7840948442; ALB. FRATEL (Pt. V.V. Ródão) (M) (16K/15M)
7840925802; ALB. FRATEL (Pt. V.V. Ródão) (S) (16K/15S)
7285001854; ALB. FRATEL_est 1 fundo - CCHE (16K/13F)
6857926318; ALB. FRATEL_est 1 int - CCHE (16K/13C)
7272670980; ALB. FRATEL_est 1 perfil - CCHE (16K/13P)
7285027390; ALB. FRATEL_est 2 fundo - CCHE (16K/14F)
6857926322; ALB. FRATEL_est 2 int - CCHE (16K/14C)
7272670984; ALB. FRATEL_est 2 perfil - CCHE (16K/14P)
7852318776; ALB. FREIXEIRINHA (C) (21H/53C)
244130624; ALB. FRONHAS (12I/03)
6857925880; ALB. FRONHAS_est 1 int - CCHE (12I/06C)
7379423528; ALB. FRONHAS_est 1 perfil - CCHE (12I/06P)
8690124098; ALB. FUMADINHA (C) (09L/03C)
8690121380; ALB. FUMADINHA (F) (09L/03F)
8690121376; ALB. FUMADINHA (M) (09L/03M)
8690121364; ALB. FUMADINHA (S) (09L/03S)
2990297768; ALB. FUNCHO (C) (30G/05C)
60233; ALB. FUNCHO (F) (30G/10F)
60395; ALB. FUNCHO (M) (30G/10M)
60172; ALB. FUNCHO (S) (30G/10S)
60227; ALB. GAFETE / ARREGANHADA (17L/03)
8784864442; ALB. GUILHOFREI_est 1 fundo - CCHE (04I/05F)
10015933958; ALB. GUILHOFREI_est 1 int - CCHE (04I/05C)
8784864446; ALB. GUILHOFREI_est 1 perfil - CCHE (04I/05P)
8784864438; ALB. GUILHOFREI_est 1 sup - CCHE (04I/05S)
7349720318; ALB. HERDADE DO FACHO I (C) (26M/53C)
7349720324; ALB. HERDADE DO FACHO II (C) (26M/54C)
7349720330; ALB. HERDADE VALE DA LAMEIRA (23H/52)
399946362; ALB. IDANHA / MARECHAL CARMONA (14N/03)
8181168088; ALB. IDANHA / MARECHAL CARMONA (C) (14N/10C)
7852347986; ALB. JORGE BASTOS / LAMEIRA (C) (18K/52C)
9198880590; ALB. LAGOA COMPRIDA (C) (11L/03C)
8789046662; ALB. LAGOA COMPRIDA_est 1 fundo - CCHE (11L/03F)
8789046658; ALB. LAGOA COMPRIDA_est 1 sup - CCHE (11L/03S)
6203847766; ALB. LAPA (16I/04)
399847302; ALB. LOUÇAINHA (13H/05)
60021; ALB. LUCEFECIT (22M/01)
4074390154; ALB. LUCEFECIT (C) (22M/05C)
3005244314; ALB. LUMIARES (07K/03)
60030; ALB. MAGOS (20E/03)
8181168080; ALB. MAGOS (C) (20E/11C)
60022; ALB. MARANHÃO 1 (19J/01)
9239435834; ALB. MARANHÃO 1 (C) (19J/02C)
3373336380; ALB. MARANHÃO 2 (19J/10)
230332680; ALB. MARATECA / STA. ÁGUEDA (14M/01)
8118254832; ALB. MARATECA / STA. ÁGUEDA (C) (14M/01C)
8826146030; ALB. MARATECA / STA. ÁGUEDA - CAPT. (14M/04)
8507971404; ALB. MARATECA / STA. ÁGUEDA - PONTO 2 (14M/02)
8507971410; ALB. MARATECA / STA. ÁGUEDA - PONTO 3 (14M/03)
8507971414; ALB. MARATECA / STA. ÁGUEDA - PONTO 4 (13M/52)
8507971418; ALB. MARATECA / STA. ÁGUEDA - PONTO 5 (14L/52)
230332682; ALB. MEIMÔA (12O/02)
8181168092; ALB. MEIMÔA (C) (12O/01C)
3357034650; ALB. MINUTOS (22I/10)
7392524084; ALB. MINUTOS (C) (22I/10C)
244080802; ALB. MIRANDA - PAREDÃO (F) (05T/02F)
244080800; ALB. MIRANDA - PAREDÃO (M) (05T/02M)
60009; ALB. MIRANDA - PAREDÃO (S) (05T/02S)
244086220; ALB. MIRANDA DOURO (F) (04T/01F)
244085814; ALB. MIRANDA DOURO (M) (04T/01M)
244083090; ALB. MIRANDA DOURO (S) (04T/01S)
6862715698; ALB. MIRANDA_est 1 int - CCHE (05T/03C)
7289442634; ALB. MIRANDA_est 1 perfil - CCHE (05T/03P)
6862715694; ALB. MIRANDA_est 2 int - CCHE (05T/04C)
7289442638; ALB. MIRANDA_est 2 perfil - CCHE (05T/04P)
60010; ALB. MONTARGIL (19H/01)
9343898380; ALB. MONTARGIL (C) (19H/04C)
60228; ALB. MONTE CLÉRIGO (29I/03)
7204240606; ALB. MONTE CLÉRIGO (C) (29I/01C)
7374481224; ALB. MONTE CLÉRIGO (P) (29I/01P)
9777045202; ALB. MONTE CLÉRIGO (S) (29I/01S)
7349709934; ALB. MONTE DOS GROUS (C) (26J/52C)
6203848212; ALB. MONTE FIDALGO (CEDILHO) (16L/02)
8673110246; ALB. MONTE FIDALGO (CEDILHO) (C) (16L/02C)
60023; ALB. MONTE NOVO - PAREDÃO (S) (22K/01S)
4074389768; ALB. MONTE NOVO CAPT (C) (22K/02C)
60163; ALB. MONTE NOVO CAPT (F) (22K/02F)
60162; ALB. MONTE NOVO CAPT (M) (22K/02M)
7268498258; ALB. MONTE NOVO CAPT (P) (22K/02P)
60161; ALB. MONTE NOVO CAPT (S) (22K/04S)
60029; ALB. MONTE ROCHA (27H/01)
4074389350; ALB. MONTE ROCHA (C) (27H/03C)
8136204538; ALB. MONTE ROCHA (F) (27H/03F)
7374481300; ALB. MONTE ROCHA (P) (27H/03P)
10024279380; ALB. MONTESINHO (C) (02Q/06C)
10024279378; ALB. MONTESINHO (F) (02Q/06F)
10024279382; ALB. MONTESINHO (M) (02Q/06M)
8214327710; ALB. MORGAVEL (26E/01)
6857923046; ALB. MORGAVEL (C) (26E/01C)
8214327714; ALB. MORGAVEL (F) (26E/01F)
8245938802; ALB. MORGAVEL (P) (26E/01P)
8245802044; ALB. MORGAVEL (S) (26E/01S)
8171868768; ALB. MOURÃO (23N/51)
7349709952; ALB. NAMORADA (C) (25J/55C)
60412; ALB. NEGRELINHO (16I/02)
9343898336; ALB. NISA-PÓVOA (C) (17L/05C)
244129598; ALB. NOSSA SRA. DESTERRO - CAPT. 21 (11K/02)
2990297760; ALB. ODELEITE (C) (30M/12C)
60331; ALB. ODELEITE - CHOÇA QUEIMADA (F) (30M/06F)
60173; ALB. ODELEITE - CHOÇA QUEIMADA (S) (30M/06S)
6829085780; ALB. ODELOUCA (C) (30G/04C)
6788289022; ALB. ODELOUCA (S) (30G/51S)
100850005; ALB. ODIVELAS (24I/02)
4073991876; ALB. ODIVELAS (C) (24I/07C)
10024278352; ALB. OLGAS (C) (07O/07C)
10024278350; ALB. OLGAS (F) (07O/07F)
10024278354; ALB. OLGAS (M) (07O/07M)
10025458826; ALB. PALAMEIRO (C) (06N/07C)
10025458824; ALB. PALAMEIRO (F) (06N/07F)
10025458828; ALB. PALAMEIRO (M) (06N/07M)
60252; ALB. PARADELA (03J/10)
8732840164; ALB. PARADELA_est 1 int - CCHE (03J/18C)
8732898602; ALB. PARADELA_est 1 perfil - CCHE (03J/18P)
6862650608; ALB. PARADELA_est 2 int - CCHE (03J/12C)
7378257064; ALB. PARADELA_est 2 perfil - CCHE (03J/12P)
60222; ALB. PATUDOS (18F/03)
10034700144; ALB. PAUL (10I/01)
7349709944; ALB. PAÇO (C) (25I/56C)
60024; ALB. PEGO ALTAR (23G/01)
4073540264; ALB. PEGO ALTAR (C) (23G/02C)
6203848202; ALB. PENEDO REDONDO (13L/02)
60246; ALB. PENEIREIRO (06N/01)
10004998296; ALB. PENEIREIRO (C) (06N/01C)
10004998300; ALB. PENEIREIRO (F) (06N/01F)
10004998298; ALB. PENEIREIRO (M) (06N/01M)
230332684; ALB. PENHA GARCIA (13O/01)
9343898556; ALB. PIAS - CCHA (C) (25M/04C)
9343898554; ALB. PIAS - CCHA (F) (25M/04F)
9651414094; ALB. PIAS - CCHA (P) (25M/04P)
9343898552; ALB. PIAS - CCHA (S) (25M/04S)
60247; ALB. PICOTE (05S/03)
6862716178; ALB. PICOTE_est 1 int - CCHE (05S/04C)
7289431282; ALB. PICOTE_est 1 perfil - CCHE (05S/04P)
6862716174; ALB. PICOTE_est 2 int - CCHE (05S/05C)
7289432226; ALB. PICOTE_est 2 perfil - CCHE (05S/05P)
10024278372; ALB. PINHÃO (C) (05L/03C)
10024278370; ALB. PINHÃO (F) (05L/03F)
10024279354; ALB. PINHÃO (M) (05L/03M)
399950818; ALB. PISCO (13L/01)
4810281690; ALB. PISÃO - CCHA (C) (25J/10C)
3067781200; ALB. PISÃO - CCHA (F) (25J/10F)
9651412260; ALB. PISÃO - CCHA (P) (25J/10P)
3067781196; ALB. PISÃO - CCHA (S) (25J/10S)
244076654; ALB. POCINHO (F) (07O/02F)
244072680; ALB. POCINHO (M) (07O/02M)
60025; ALB. POCINHO (S) (07O/02S)
6862717912; ALB. POCINHO_est 1 int - CCHE (07O/04C)
7289370622; ALB. POCINHO_est 1 perfil - CCHE (07O/04P)
6862717908; ALB. POCINHO_est 2 int - CCHE (07O/05C)
7289370618; ALB. POCINHO_est 2 perfil - CCHE (07O/05P)
9343898268; ALB. POIO (PONTE SUBMERSA) (C) (16L/09C)
244338986; ALB. PORTO SÃO MIGUEL (10P/02)
2423316310; ALB. PRACANA (16K/02)
3160487436; ALB. PRACANA 2 (16K/10)
6857925904; ALB. PRACANA_est 1 int - CCHE (16K/12C)
7379423534; ALB. PRACANA_est 1 perfil - CCHE (16K/12P)
10024278346; ALB. PRETAROUCA (C) (07J/09C)
10024278344; ALB. PRETAROUCA (F) (07J/09F)
10024278348; ALB. PRETAROUCA (M) (07J/09M)
60011; ALB. PÓVOA MEADAS (17L/02)
7870129606; ALB. PÓVOA_est 1 perfil - CCHE (17L/04P)
7870129602; ALB. PÓVOA_est 1 prof - CCHE (17L/04F)
7870118642; ALB. PÓVOA_est 1 sup - CCHE (17L/04S)
60138; ALB. RAIVA (12H/05)
7578238168; ALB. RAIVA (C) (12H/05C)
7578248956; ALB. RAIVA (F) (12H/08F)
6857925888; ALB. RAIVA_est 1 int - CCHE (12H/08C)
7379425278; ALB. RAIVA_est 1 perfil - CCHE (12H/08P)
60218; ALB. RANHADOS (07M/01)
7349709960; ALB. RASQUINHA (C) (24K/53C)
8789082856; ALB. RIBEIRADIO_est 1 fundo - CCHE (09H/06F)
8789071596; ALB. RIBEIRADIO_est 1 int - CCHE (09H/06C)
8789082852; ALB. RIBEIRADIO_est 1 meio - CCHE (09H/06M)
8789082860; ALB. RIBEIRADIO_est 1 perfil - CCHE (09H/06P)
8789083478; ALB. RIBEIRADIO_est 2 fundo - CCHE (09H/07F)
8789082864; ALB. RIBEIRADIO_est 2 int - CCHE (09H/07C)
8789083474; ALB. RIBEIRADIO_est 2 meio - CCHE (09H/07M)
8789083482; ALB. RIBEIRADIO_est 2 perfil - CCHE (09H/07P)
60026; ALB. RIO MULA (21A/06)
4074389346; ALB. ROXO (C) (26I/09C)
60153; ALB. ROXO (F) (26I/02F)
60152; ALB. ROXO (M) (26I/02M)
7370967314; ALB. ROXO (P) (26I/09P)
60027; ALB. ROXO (S) (26I/02S)
9343898576; ALB. ROXO - CCHA (C) (26I/08C)
9343898574; ALB. ROXO - CCHA (F) (26I/08F)
9651414096; ALB. ROXO - CCHA (P) (26I/08P)
9343898572; ALB. ROXO - CCHA (S) (26I/08S)
3005244324; ALB. RÉGUA - CAPT. FOLGOSA (07K/02)
6862717904; ALB. RÉGUA_est 1 int - CCHE (07K/12C)
7378244284; ALB. RÉGUA_est 1 perfil - CCHE (07K/12P)
6862717774; ALB. RÉGUA_est 2 int - CCHE (07K/13C)
7378244290; ALB. RÉGUA_est 2 perfil - CCHE (07K/13P)
244338984; ALB. SABUGAL (11O/05)
7805718564; ALB. SABUGAL (C) (11O/02C)
60028; ALB. SABUGUEIRO (21I/02)
60012; ALB. SALAMONDE (03I/04)
8732898962; ALB. SALAMONDE_est 1 int - CCHE (03I/09C)
8732898966; ALB. SALAMONDE_est 1 perfil - CCHE (03I/09P)
6862651398; ALB. SALAMONDE_est 2 int - CCHE (03I/08C)
7378257070; ALB. SALAMONDE_est 2 perfil - CCHE (03I/08P)
8732898970; ALB. SALAMONDE_est 3 int - CCHE (03I/10C)
8732898974; ALB. SALAMONDE_est 3 perfil - CCHE (03I/10P)
9198880280; ALB. SALAS (C) (02J/01C)
10495923224; ALB. SALAS (P) (02J/01P)
60408; ALB. SALGUEIRAL (06O/09)
10009103612; ALB. SALGUEIRAL (C) (06O/09C)
10009103610; ALB. SALGUEIRAL (F) (06O/09F)
10009115086; ALB. SALGUEIRAL (M) (06O/09M)
60248; ALB. SALGUEIRO (06O/07)
10024279358; ALB. SAMBADE (C) (05P/06C)
10024279356; ALB. SAMBADE (F) (05P/06F)
10024279360; ALB. SAMBADE (M) (05P/06M)
60013; ALB. SANTA CLARA (28G/02)
4074389752; ALB. SANTA CLARA (C) (28G/03C)
8135053178; ALB. SANTA CLARA (F) (28G/03F)
7374481228; ALB. SANTA CLARA (P) (28G/03P)
4074389756; ALB. SANTA CLARA 2 (C) (28G/05C)
60031; ALB. SANTA LUZIA (13J/01)
244338982; ALB. SANTA MARIA AGUIAR (08P/02)
