id_server; parameter
100003159; Cloreto de Vinilo (ug/l)
440410418; Clorfenvinfos (E+Z) (ug/l)
100003174; Clorfenvinfos-e (ug/l)
100003179; Clorfenvinfos-z (ug/l)
3448162798; Cloridazão ou Cloridazona  (ug/l)
797496174; Cloro Orgânico Total Extraivel (mg/l)
913210910; Cloro Residual Disponivel Total (mg/l HOCl)
3001630660; Cloro Total (mg/l Cl2)
1998; Cloro residual disponível tot (mg/l HOCl) - eam
648228082; Clorobenzeno (ug/l)
3476760658; Cloroetano (ug/l)
100003184; Clorofila-a (ug/l)
444532924; Clorofila-b (ug/l)
444532930; Clorofila-c (ug/l)
2003; Clorofármio ou Triclorometano (ug/l)
3476760634; Clorometano (ug/l)
648154726; Clorotoluidinas (ug/l)
830447470; Cloroxurão (ug/l)
648797996; Clorpirifos (ug/l)
9498531982; Clorpirifos-etilo (µg/l)
8390166628; Clorpirifos-metilo (ug/l)
3448162804; Clorprofame (ug/l)
679760640; Clortolurão (ug/l)
7421854128; Clotianidina (ug/l)
115189185; Cobalto (ug/l)
1413; Cobalto dissolvido (mg/l)
666239512; Cobre Particulado (mg/kg)
100003189; Cobre dissolvido (mg/l)
100003746; Cobre total (mg/l)
100003206; Coliformes Fecais
667943058; Coliformes Fecais UFC
100003211; Coliformes Totais
667943264; Coliformes Totais UFC
647644386; Compostos de Tributilo (ug/l)
2061; Compostos fenálicos (mg/l)
774135476; Compostos orgânicos halogenados (ug/l)
672737422; Condutividade - sonda (uS/cm)
100003222; Condutividade de campo a 20oC (uS/cm)
603968910; Condutividade de campo a 25oC (uS/cm)
100003225; Condutividade de laboratário a 20oC (uS/cm)
100003228; Condutividade de laboratário a 25oC (uS/cm)
3311437388; Coordenada Militar M (m)
3311437398; Coordenada Militar P (m)
1645505192; Coordenada militar M (m)
1645505200; Coordenada militar P (m)
100003234; Cor (mg/L Pt-Co)
3448167158; Cresoxim-metil (ug/l)
3448218500; Crimidina (ug/l)
2028; Criseno (ug/l)
666239340; Crámio Particulado (mg/kg)
580033478; Crámio dissolvido (mg/l)
100003237; Crámio total (mg/l)
648667468; Cumafos (ug/l)
666239052; Cádmio Particulado (mg/kg)
100003050; Cádmio dissolvido (ug/l)
100003736; Cádmio total (mg/l)
100003099; Cálcio (mg/l)
9401025636; Cálcio dissolvido (mg/l)
100003134; Cério (mg/l)
3606583996; DDD Total (ug/l)
665755978; DDD+DDE+DDT (ug/l)
3606584002; DDE Total (ug/l)
3606583990; DDT Total (ug/l)
10122276952; DICOFOL  (µg/Kg peso húmido)
410073990; DINOPHYCEAE (Cel/ml)
9636645288; DINOPHYCEAE TOTAL (D) (mm3/L)
648618242; Demetão-o (ug/l)
648618372; Demetão-s (ug/l)
100733299; Desetilatrazina (ug/l)
679761532; Desetilsimazina (ug/l)
679761538; Desetilterbutilazina (ug/l)
3448161860; Desisopropil-Atrazina (ug/l)
3448162304; Desmetrina (ug/l)
100003242; Detergentes aniánicos (LAS)
100003257; Dialdrina (ug/l)
648625306; Diazinão (ug/l)
1670268438; Dibenzo(a,h)antraceno (ug/l)
100003252; Dibenzo(a-b)antraceno (ug/l)
679761526; Dibromoclorometano (ug/l)
3476760628; Dibromometano (ug/l)
648154738; Dibutilestanho (ug/l)
6821865408; Diclofenac (ug/l)
648160502; Dicloreto de Dibutilestanho (ug/l)
648625312; Diclorfentião (ug/l)
3448162310; Diclormida (ug/l)
3476760608; Diclorodifluormetano ou HCF-12 (ug/l)
647644408; Diclorometano (ug/l)
648160532; Dicloroprope (ug/l)
648625330; Diclorvos (ug/l)
7421882834; Dicofol (ug/l)
648667498; Dietilamina (ug/l)
775371344; Difenilestanho ou DPhT (ug/l)
3448162316; Dimetacloro (ug/l)
648667504; Dimetilamina (ug/l)
648625288; Dimetoato (ug/l)
3448162322; Dimetomorfe (ug/l)
3471197512; Dioctilestanho ou DOT (ug/l)
10651828802; Dioxinas e compostos semelhantes a dioxinas (ug/Kg peso húmido)
1277; Dissulfotão (ug/l)
2994412760; Ditiocarbamato (ug/l)
679761492; Diurão (ug/l)
100003267; Dureza não carbonatada
100003276; Dureza total (mg/l CaCO3)
908915712; E. Coli (/100ml)
1283; E. Coli (UFC/100ml)
680503396; EPTC (ug/l)
100290558; EUGLENOPHYCEAE (Cel/ml)
9636645294; EUGLENOPHYCEAE TOTAL (mm3/L)
100003287; Endossulfão I ou Alfa-Endossulfão (ug/l)
100003292; Endossulfão II ou Beta-Endossulfão (ug/l)
100003751; Endossulfão Sulfato (ug/l)
100003310; Endrina (ug/l)
925417592; Enterococos Intestinais (NMP/100ml)
2229204764; Enterococos Intestinais (UFC/100ml)
775007046; Enterococos intestinais (UFC/100ml)
8507986774; Enxofre (mg/L S)
648848458; Epicloridrina (ug/l)
3448162330; Epoxiconazol (ug/l)
7421854498; Eritromicina (ug/l)
115189188; Estanho (ug/l)
9829341582; Estação do ano fitoplâncton
3476761130; Estireno (ug/l)
100003315; Estreptococos Fecais
667943172; Estreptococos Fecais UFC
7420668722; Estrona (E1) (ug/l)
648628698; Etilbenzeno (ug/l)
262281742; Etilparatião ou Paratião-etilo (ug/l)
3448162336; Etofumesato (ug/l)
7970853426; Etoprofos (ug/l)
6834774522; FITOBIFLAGELADOS (Cel/ml)
100795608; FITOFLAGELADOS (Cel/ml)
9636645302; FITOFLAGELADOS TOTAIS (mm3/L)
9636645308; FITOPLÂNCTON - BIOVOLUME TOTAL (mm3/L)
1294; FITOPLÂNCTON - DENSIDADE TOTAL (Cel/ml)
340463250; FITOPLÂNCTON BACTERIA  (Cel/ml)
100795610; FITOPLÂNCTON CILIATA (Cel/ml)
3091515028; FITOPLÂNCTON NÃO IDENTIFICADO (Cel/ml)
10015896970; FITOPLÂNCTON NÃO IDENTIFICADO (mm3/l)
3039363924; FITOPLÂNCTON PARASITÓFITAS (Cel/ml)
10122151606; FLUORANTENO  (µg/Kg peso húmido)
2060; Fenantreno (ug/l)
3448162342; Fenarimol (ug/l)
648625318; Fenclorfos (ug/l)
3478711192; Fenehexamida (ug/l)
648625336; Fenitrotião (ug/l)
648625342; Fentião (ug/l)
3448162354; Fenurão (ug/l)
774135458; Fenáis (mg/l)
100003320; Feopigmentos (ug/l)
666239518; Ferro Particulado (mg/kg)
100003325; Ferro dissolvido (mg/l)
100003330; Ferro total (mg/l)
10517762038; Ficocianina (ug/l)
3448162360; Fipronil (ug/l)
3039392306; Fitotoxicidade extracelular (ug/l)
3039363956; Fitotoxicidade intracelular (ug/l)
3448162366; Florasulam (ug/l)
3448162372; Fluazifope (ug/l)
1296; Fluoranteno (ug/l)
1297; Fluoreno (ug/l)
100003353; Fluoreto (mg/l)
3448162378; Flusilazol (ug/l)
1295; Flúor (mg/l)
3448162384; Fonofos (ug/l)
3448167614; Forato (ug/l)
3448167620; Fosalona (ug/l)
3448167626; Fosfamidão (ug/l)
444769264; Fosfato (mg/l P)
100003363; Fosfato (mg/l P2O5)
100733293; Fosfato (mg/l PO4)
9420025318; Fosfato (umol/l PO4 )
648154812; Fosfato de Tributilo ou Tributilfosfato (ug/l)
100003372; Fosfato soluvel (mg/l PO4)
100003377; Fosforo dissolvido (mg/l)
7915079530; Fosmete (ug/l)
648667480; Foxime (ug/l)
3450093646; Ftalato di(2-Etil-Hexilo) ou DEHP (ug/l)
2152290044; Fásforo reactivo (mg/l)
100003382; Fásforo total (mg/l P)
9594724788; Fásforo total (µmol/L)
8133866818; Glifosato (ug/l)
10122276934; HEXACLOROBENZENO  (µg/Kg peso húmido)
10122276940; HEXACLOROBUTADIENO  (µg/Kg peso húmido)
3448162390; Haloxifope (ug/l)
100003392; Heptacloro (ug/l)
100003397; Heptacloro Epáxido (ug/l)
1307; Heptacloro endo-epáxido ou Heptacloro trans-epáxido (ug/l)
1308; Heptacloro exo-epáxido ou Heptacloro cis-epáxido (ug/l)
100003387; Hexaclorobenzeno ou HCB (ug/l)
647551036; Hexaclorobutadieno ou HCBD (ug/l)
647508150; Hexaclorociclohexano (ug/l)
100003025; Hexaclorociclohexano-Alfa (ug/l)
100003030; Hexaclorociclohexano-Beta (ug/l)
249256282; Hexaclorociclohexano-Delta (ug/l)
648154790; Hexacloroetano (ug/l)
3448162396; Hexazinona (ug/l)
113388318; Hidrocarbonetos Aromáticos Polinucleares (ug/l)
672270472; Hidrocarbonetos dissolvidos (mg/l)
100003402; Hidrocarbonetos totais (mg/l)
6908038236; Hidrocarbonetos totais petráleo (C10-C40) (ug/l)
3448172910; Hidráxi-Terbutilazina (ug/l)
648227956; Hidráxido de Trifenilestanho (ug/l)
3448162810; Imazametabenzo-metil (ug/l)
3448167140; Imazamox (ug/l)
3448167146; Imazetapir (ug/l)
775007088; Imidaclopride (ug/l)
2241; Ind. estado tráfico-clorofila
2242; Ind. estado tráfico-disco Sechi
2243; Ind. estado tráfico-fosfato
100729376; Indeno(1,2,3,cd)pireno (ug/l)
3448167152; Iprodiona (ug/l)
1316; Isodrina (ug/l)
648628834; Isopropilbenzeno (ug/l)
679761506; Isoproturão (ug/l)
3040179880; KLEBSORMIDIOPHYCEAE (Cel/ml)
9636645316; KLEBSORMIDIOPHYCEAE TOTAL (mm3/L)
9419997548; Lagoa aberta
8445099650; Lambda-cialotrina (ug/l)
3448167164; Lenacil (ug/l)
100003413; Lindano ou Hexaclorociclohexano-Gama (ug/l)
679757480; Linurão (ug/l)
1320; Lítio (mg/l)
3471040970; Lítio dissolvido (mg/l)
679756930; MCPA (ug/l)
648625272; MCPP (Mecoprope) (ug/l)
10122276946; MERCÚRIO  (µg/Kg peso húmido)
3476761136; MTBE (ug/l)
100003418; Magnésio (mg/l)
9401025650; Magnésio dissolvido (mg/l)
714126118; Malatião (ug/l)
2152318970; Mancozebe (ug/l)
666239530; Manganês Particulado (mg/kg)
100003423; Manganês dissolvido (mg/l)
100003428; Manganês total (mg/l)
9594736364; Matéria Orgânica Particulada (mg/l)
666239524; Mercúrio Particulado (mg/kg)
444636054; Mercúrio dissolvido (ug/l)
672270490; Mercúrio total (mg/l)
3448167188; Metabenztiazurão (ug/l)
9497795898; Metaflumizona (ug/l)
679761518; Metalaxil (ug/l)
648667462; Metamidofos e Paratião-metilo (ug/l)
3448167170; Metamitrão (ug/l)
3448167176; Metazacloro (ug/l)
3448167182; Metconazol (ug/l)
648625324; Metidatião (ug/l)
688660964; Metilparatião (ug/l)
7421854490; Metiocarbe (ug/l)
830447464; Metobromurão (ug/l)
100291001; Metolacloro (ug/l)
7970853434; Metomil (ug/l)
688659910; Metoxicloro (ug/l)
3448167194; Metoxifenozide (ug/l)
3448167590; Metoxurão (ug/l)
679761512; Metribuzina (ug/l)
648667456; Mevinfos (ug/l)
410074114; Microcistinas (ug/l)
1330; Molibdénio (mg/l)
100003451; Molinato (ug/l)
648154732; Monobutilestanho (ug/l)
775371338; Monofenilestanho ou MPhT (ug/l)
648667444; Monolinurão (ug/l)
3471194172; Monooctilestanho ou MOT (ug/l)
3448167596; Monurão (ug/l)
3476761592; N-Butilbenzeno (ug/l)
3476779014; N-Propilbenzeno (ug/l)
913145440; NO3+NO2 (mg/l N)
9420065044; NO3+NO2 (umol/l N )
1334; Naftaleno (ug/l)
3448167602; Napropamida (ug/l)
3448167608; Neburão (ug/l)
444638064; Nitrato (mg/l N)
100003461; Nitrato (mg/l NO3)
9423754938; Nitrato (umol/l NO3)
444637366; Nitrito (mg/l N)
100003466; Nitrito (mg/l NO2)
9423754946; Nitrito (umol/l NO2)
648787138; Nonilfenois (ug/l)
666239540; Níquel Particulado (mg/kg)
775084778; Níquel dissolvido (ug/l)
100003456; Níquel total (mg/l)
9911433532; Nível de confiança_Fitobentos
9911412794; Nível de confiança_Macroinvertebrados
9911462714; Nível de confiança_Macráfitos
9911412786; Nível de confiança_Peixes
10161263242; OCDD (TEQ) (ug OMS-TEQ/kg peso húmido)
10161264166; OCDF (TEQ) (ug OMS-TEQ/kg peso húmido)
648787144; Octilfenois (ug/l)
648625280; Ometoato (ug/l)
648618502; Outros sais de dibutilestanho (ug/l)
3039363918; Ovos de Parasitas Intestinais (Ovos/l)
7421900466; Oxadiazão (ug/l)
9409963776; Oxamil (ug/l)
100003756; Oxidabilidade ao Permanganato (mg/l)
648667450; Oxidemeteão-metilo (ug/l)
100003496; Oxigénio dissolvido - campo (%)
100003502; Oxigénio dissolvido - campo (mg/l O2)
100003512; Oxigénio dissolvido - lab. (%)
100003507; Oxigénio dissolvido - lab. (mg/l O2)
3476779034; P-Isopropiltolueno (ug/l)
3606584014; PBDE 047 (ug/l)
3606584024; PBDE 049 (ug/l)
3606584030; PBDE 099 (ug/l)
3606584036; PBDE 100 (ug/l)
3606584042; PBDE 153 (ug/l)
3606584048; PBDE 154 (ug/l)
3606584054; PBDE 183 (ug/l)
10161289202; PBDE IUPAC 100 (ug/kg peso húmido)
10161289208; PBDE IUPAC 153 (ug/kg peso húmido)
10161289214; PBDE IUPAC 154 (ug/kg peso húmido)
10161289184; PBDE IUPAC 28 (ug/kg peso húmido)
10161289190; PBDE IUPAC 47 (ug/kg peso húmido)
10161289196; PBDE IUPAC 99 (ug/kg peso húmido)
3301003286; PCB IUPAC 018 (ug/l)
100003540; PCB IUPAC 020 (ug/l)
1356; PCB IUPAC 028 (ug/l)
775371356; PCB IUPAC 031 (ug/l)
100003550; PCB IUPAC 035 (ug/l)
1358; PCB IUPAC 052 (ug/l)
1350; PCB IUPAC 101 (ug/l)
775371362; PCB IUPAC 105 (ug/l)
1351; PCB IUPAC 118 (ug/l)
775371370; PCB IUPAC 128 (ug/l)
816711944; PCB IUPAC 138 (ug/l)
3301009054; PCB IUPAC 149 (ug/l)
1353; PCB IUPAC 153 (ug/l)
775371376; PCB IUPAC 156 (ug/l)
775371382; PCB IUPAC 170 (ug/l)
1354; PCB IUPAC 180 (ug/l)
444801322; PCB Total (ug/l)
10162499580; PRYMNESIOPHYCEAE (Cel/ml)
10162499574; PRYMNESIOPHYCEAE TOTAL (mm3/L)
100290559; PYRROPHYCEAE (Cel/ml)
1349; Paraquato (ug/l)
679982580; Paratião (ug/l)
2152318976; Pendimetalina (ug/l)
647644426; Pentaclorobenzeno (ug/l)
647532192; Pentaclorofenol (ug/l)
